word,pos,synonym
วง,n,วงกลม|วงแหวน|วงจร|วงศ์|วงการ|กฎ|ขอบเขต|ขีดจำกัด|หมู่เหล่า|ระดับ|กลุ่ม|สมาคม|องค์กร|หนี้สิน|บัญชี|ขั้น|ชั้น|ความเป็นไป|รูป|ลักษณ์
ดาว,n,ดวงดาว|นักษัตร|ดารา|ดวง|ตัวแทน|สัญลักษณ์|ความสว่าง|มหาชน|ศิลปิน|นักแสดง|ผู้มีชื่อเสียง|อ้าง|ลูกดาว|บุปผา|ลูกเหนือ|ลูกเนื้อ|เทวดา|มหาวิทยาลัย|เสด็จ
หุบ,v,ปิด|พับ|งอ|โค้ง|ม่อม|ซ่อน|คลุม|บดบัง|ปิดกั้น|ค้ำ|ยุบ|ยั่วยวน|ทำให้แคบ|ย่อตัว|กองรวม|จำหน่าย|กระพุ่ม|กระแทก|กระพริบ
วนาลี,n,ป่า|ดง|พงไพร|หมู่ไม้|พื้นที่ป่า|บริเวณป่า|ส่วนกลาง|ศูนย์รวม|ตำบล|สภา|สมาคม|หนองหนาด|พื้นแบน|ภูมิศาสตร์|อากาศ|ประชากร|บริเวณ|ท้องที่|ลุ่มน้ำ|วนาราม
รอ,v,คอย|ยืนหนึ่ง|ยืนรอ|คอยคำสั่ง|สะดุดใจ|รอจังหวะ|ชั่งใจ|ลังเล|อาศัย|ตั้งหนึ่ง|ยืดเวลา|หยุดพัก|รอดูก่อน|ระแวดระวัง|สำรอง|เก็บไว้|พักผ่อน|คร่อม|แรงขัน|ติดใจ
จะ,aux,จะ|เกือบจะ|ใกล้จะ|ว่ากำลัง|อาจจะ|จะต้อง|ควร|สมควร|ปรารถนา|ขึ้นต่อ|ปรัชญา|ความจำเป็น|สิ่งที่ควร|เป็นไปได้|อยู่ในขอบเขต|ตามลำดับ|ค่อย|กำลัง|วิธี|ทาง
ลัง,n,กล่อง|ที่เก็บ|ส่วนท้าย|ส่วนควบ|ตู้|ห้อง|บริเวณปิด|พื้นที่จำกัด|ส่วน|แผนก|ระดับ|ชั้น|ลำดับ|บัลลังก์
ความหลัง,n,อดีต|ประวัติอดีต|อดีตกาล|ความรู้|ความเข้าใจ|ความสำนึก|พื้นฐาน|ที่มา|จุดกำเนิด|หลักฐาน|ข้อมูล|ข้อคิด|สิ่งที่ผ่านมา|ประสบการณ์|ชีวประวัติ
เงี่ยหู,v,ตั้งหู|ตั้งสติ|ฟังอย่างตั้งใจ|หันหู|เน้นเสียง|ให้ความสำคัญ|รับฟัง|เต็มหู|ติดหู|ส่งเสียง|ฟังด้วยความสนใจ
หู,n,อวัยวะรับเสียง|ระบบ|ด้ามจับ|ส่วนยื่น|เรือนหู|เยื่อหู|ลูกหู|ปีกหู|ชั้นหู|กระดูกหู|ศูนย์ฟัง|ความตระหนัก|ความรู้สึก
เงี่ย,v,ยกหู|ตั้งหูฟัง|ยันหู|ตั้งใจฟัง|เอาใจใส่|หันกลับ|หันไปฟัง|ให้ความสำคัญ|เกี่ยวข้อง|อ่อนไหว|ไวต่อ
ฆ้อง,n,เครื่องดนตรีโบราณ|เครื่องประโคม|เครื่องดนตรี|สัญลักษณ์|สิ่งศักดิ์สิทธิ์|ของสะสม|มรดก|โบราณวัตถุ|ศิลปะ|ความแตกต่าง|เสียงดัง|ก้องกังวาน|เสียงสำหรับประกาศ
กลอง,n,เครื่องดนตรี|ท้องกลอง|การเคาะ|การตี|ศิลปกรรม|เครื่องตรวจ|ท่อเสียง|เครื่องกำเนิดเสียง|ชิ้นส่วน|หมู่กลอง|ความยาว|ความเป็นไป
ร่ำ,v,ร้อง|ขับร้อง|เพลง|บทเพลง|กวีนิพนธ์|ทำนอง|จังหวะ|ความไพเราะ|ความกลัว|เคลื่อนไป|ร้องไห้|ไม่หยุดร้อง
รัว,v,เคาะ|ตี|ดัง|ลั่น|ระบำ|การเต้น|บินไป|ทำให้เคลื่อน|ปล่อยออก|ความเร็ว|ลำเลียง|ขับเคลื่อน|ผลักดัน|ใจร้อน|ร่วงลงมา
รณ,n,สมรภูมิ|ศึก|รบ|จังหวะ|ศิลปะ|กลอง|ศิลปกรรม|ทำนอง|ดนตรี|เสียง|ธรรมชาติ|เหตุการณ์|สถานการณ์|พิธี|ประเพณี
สาว,n,หญิงสาว|หญิงอ่อน|เยาวชน|ผู้หญิง|สุภาพสตรี|เด็กผู้หญิง|ตัวผู้หญิง|จอมขวัญ|จอมใจ|นางสาว|ชาววัง|ศรีสาว
คำรณ,n,การร้องเพลง|บทเพลง|ดนตรี|ทำนองเสียง|กวีนิพนธ์|บทประพันธ์|เพลงไทย|จังหวะ|เสียง|ศิลปะ|ความไพเราะ|ถ้อยคำ|เนื้อเพลง|การขับร้อง
พรม,n,ผ้าปูพื้น|หมวดหมู่|กลุ่ม|ชั้น|ระดับ|องค์กร|หมู่เหล่า|ฝ่าย|สมาคม|ประเภท|ผ้าตกแต่ง|ผ้าปรับปรุง|สิ่งปูผ้า|ความสะอาด|ที่นั่ง|ความสุขสบาย
ดนตรี,n,เพลง|เสียง|ศิลปะ|กลอง|เครื่องดนตรี|ศิลปกรรม|จังหวะ|ทำนอง|วงดนตรี|เครื่องสาย|เครื่องเป่า|เครื่องตี|ศิลป์|ความสุขสบาย|ความผ่อนคลาย|ศิลปิน|นักดนตรี
เริง,adj,สนุก|ชื่นใจ|ปลื้ม|ยินดี|วุ่นวาย|นิยม|ชัดเจน|ถูกต้อง|สำเร็จ|สำเร็จลุล่วง|เพลิดเพลิน|บันเทิง|สุขใจ|เต็มไปด้วย|ปรารถนา|เพิ่มเติม|สูงสุด
แสง,n,ความสว่าง|ดวง|ความเห็น|ความรู้สึก|ความคิด|แสงสว่าง|รังสี|เหลี่ยมแสง|ไฟสว่าง|พระจันทร์|ดวงดาว|เกียรติ
แผด,v,ฝ่า|บุก|ทะลวง|พังทลาย|บุกรุก|ตรวจสอบ|ศึกษา|ท้าทาย|ขับไล่|ตัดขาด|พิเศษ|เพิ่มขึ้น|ปฏิเสธ|คัดค้าน
แรง,adj,มีกำลัง|ปรารถนา|ใจดี|เต็มใจ|ตั้งใจ|จริงจัง|มีความสามารถ|ปราดเปรื่อง|กล้าหาญ|ต่อสู้|ไม่ยอมแพ้|อดทน|ยืดหยุ่น
จ้า,v,ตะโกน|ลั่น|ส่งเสียง|โห่|ร้องเพลง|หวีดลั่น|เสียงดัง|ฟังเสียง|เสียงแหลม|เสียงครวญ|เสียงลั่น
แมลง,n,สัตว์เล็ก|สัตว์มีขา|สัตว์หกขา|แมลงวัน|ทั่ว|แพร่กระจาย|ตระกูล|กลุ่ม|หมู่เหล่า|พวก|สมาชิก|หมวดหมู่|ลำดับ|ระดับ|ลักษณะ
เม่า,v,เห่า|ร้อง|เสียงประหลาด|หวีด|ครวญ|ครวญคราง|เสียงน่ารำคาญ|ร้องโหยหวน|วิ่งไป|หนี|ตั้งใจ|ปรารถนา|ยิ่ง|เต็มไปด้วย
แมงเม่า,n,แมลง|สัตว์มีชีวิต|สัตว์ตัวเล็ก|ประเภท|ลักษณะ|ชนิด|หมวดหมู่|กลุ่ม|คณะ|พวก|หมู่เหล่า|องค์กร|สมาคม|ชั้น|ระดับ
ถา,n,ระบาย|ทำนาย|หนองน้ำ|บึง|ลำธาร|คลอง|สระ|ที่เก็บน้ำ|บ่อน้ำ|ท่อระบายน้ำ|ท้องลาด|ลาดชัน|ความคิด|ความเห็น|ความรู้สึก
โถม,v,ทรมาน|ตีตรวน|บีบคั้น|กดทับ|ย่ำยี|บดบัง|บุก|บุกรุก|โจมตี|ทำให้เจ็บปวด|ทำให้ทุกข์|ทำให้เดือดร้อน|ทำให้เสีย|ทำให้พังทลาย|ตัดขาด|ยุติ|สิ้นสุด|จบสิ้น|หมดไป
เข้า,v,ข้างใน|เจาะ|บุก|โจมตี|ยอมรับ|เชื่อ|ยอมแพ้|ตัดสินใจ|เปลี่ยนใจ|คิดเห็น|เข้าใจ|เข้าระบบ|เข้ากลุ่ม|มีส่วนร่วม|สัมพันธ์|ความเกี่ยวเนื่อง
โลม,v,กลุ่ม|ประเภท|เข้ากลุ่ม|รวมกัน|ลุยน้ำ|ไหลไปมา|ว่ายไป|ล้วง|ล้ำหน้า|ทะลุ|โผล่|ปรากฏ|เห็น|มอง|ชม|ทำให้เป็น|ทำให้กลาย
ประกาย,n,แสง|สัญลักษณ์|ความสว่าง|ความมั่นคง|ความเชื่อมั่น|จริยธรรม|คุณค่า|ศรัทธา|ทรัพย์|สิ่งมีค่า|มงคล|กำลัง
โรจน์,v,จ้อง|มอง|ดู|ชม|ยิ่งใหญ่|เห็น|แจ้งใจ|รู้|เข้าใจ|คิดถึง|อยากได้|ปรารถนา|มีความหมาย|บ่งบอก|ระบุ|เสนอ|ถ้อยวาจา
ลุก,v,ยืนขึ้น|ตื่น|สะดุดใจ|วุ่นวาย|ตัดสินใจ|แตกแยก|บิน|ยิง|ปีกพัด|พัดออก|ไปอย่างรวดเร็ว|หนีไป|ตัดสินสุดท้าย|กำหนด|อ่อนไหว
โชติ,n,แสง|ความสว่าง|ดวงดาว|ศรัทธา|คุณค่า|ทรัพย์|สิ่งมีค่า|มงคล|บุญ|อานิสงส์|ประโยชน์|ความสำเร็จ|ความยิ่งใหญ่|ชื่อเสียง
กรอบ,n,ขอบ|กำแพง|ลักษณ์|ประเภท|ขีดจำกัด|ตัวอักษร|รูป|กระดาษ|ส่วนหนึ่ง|บริเวณ|บัญญัติ|กฎเกณฑ์|ตัวจริง|ภาพรวม|สำนวน|คำพูด|ท่าทาง
แห้ง,adj,ไม่มีน้ำ|เสีย|เสื่อมสมรรถภาพ|เหนื่อย|หดหู่|เศร้า|เจ็บปวด|ทุกข์|บิดเบี้ยว|โค้ง|งอ|กระแทก|ทำให้เสีย|บดบัง|ทรมาน
มรณ์,n,ความตาย|ความจบ|จุดสิ้นสุด|ความหมดลง|ความสิ้นใจ|ความไม่มีชีวิต|ความว่างเปล่า|ความหายไป|ความสูญหาย|ความเสียหาย|ความโศกเศร้า|ความป่วย|ความเจ็บไข้|ความรอคอย
แมง,n,แมลง|สัตว์หกขา|สิ่งมีชีวิตตัวเล็ก|แมลงเล็ก|สัตว์ปีกขนาดจิ๋ว|ตัวแมลง|มดปลวก|สิ่งเล็กน้อย|สัตว์โลกจิ๋ว|ชีวิตขนาดเล็ก
จน,adv,สิ้น|หมด|ปราศจาก|ไม่เหลือ|ขัดสน|อัตคัด|ยากไร้|ไม่มี|สุดหนทาง|ไร้สิ้น|เข็ญใจ|ขาดแคลน|มืดมน|อับจน|ยากเข็ญ
ผง,n,ละออง|ธุลี|ฝุ่น|ไคล|เม็ดเล็ก|เศษละเอียด|ไอฝุ่น|อนุภาค|ธุลีดิน|ไอละเอียด|ฝุ่นผง|ละอองดิน|ละอองแป้ง
เพราะ,conj,เหตุ|ด้วย|ประหนึ่ง|เนื่องจาก|อาศัย|โดย|ด้วยเหตุ|เนื่องด้วย|เหตุผล|พึ่งพา|เหตุฉะนี้|ด้วยประการฉะนี้|เหตุเพราะ
ใหล,v,ริน|หลั่ง|เคลื่อนไป|ไหลเลื่อน|ร่วงไหล|เคลื่อนคล้อย|ลื่นไหล|เลื่อนไหล|พรั่งพรู|หลั่งไหล|รินรด|ไหลริน|ถ่ายเท
หลง,v,ลืม|งมงาย|ติดพัน|เลอะเลือน|เพ้อ|มัวเมา|ติดใจ|คลั่งไคล้|วนเวียน|เสียสติ|เมามัว|เคลิบเคลิ้ม|หลงใหล
ใหลหลง,v,ติดพัน|หลงใหล|มัวเมา|เคลิบเคลิ้ม|คลั่งไคล้|เมามัว|ตรึงใจ|หลงรัก|ใจภักดิ์|เสพสม|หลงใหลใฝ่ฝัน|เมาหมก
รุนแรง,adj,หนักหน่วง|ฉกรรจ์|ร้อนแรง|รวดเร็ว|ดุดัน|เข้มข้น|รุนร้าย|เฉียบขาด|รุนเร้า|อุกอาจ|รุนรุก|โหดเหี้ยม|หนักแน่น
สี,n,วรรณะ|เฉด|สีสัน|แต้ม|รงค์|โฉม|สีผิว|สีหน้า|สีสรรค์|สีพื้น|สีนวล|สีประกาย|สีสด|เงา|รุ้ง
ชาย,n,บุรุษ|นร|คนรัก|ผู้ชาย|ชายหนุ่ม|พงศ์ชาย|กุลบุตร|หนุ่ม|ชายชาติ|ชายชาญ|เพศชาย|ท่านชาย|หนุ่มแน่น
เสี้ยม,v,ยุ|ยุยง|ปลุกปั่น|ยุแหย่|ชวนเชื่อ|เร้า|ยั่วยุ|ปั่นหัว|สร้างความร้าวฉาน|ยุส่ง|ยุให้รำ|ชี้โพรง
เสี้ยมสอน,v,อบรม|สั่งสอน|แนะนำ|ชี้แนะ|สั่งเตือน|พร่ำสอน|สอนสั่ง|ขัดเกลา|ฝึกฝน|อบรมสั่งสอน|ชี้ช่อง|แนะแนวทาง|สั่งการ
เมื่อ,conj,กาล|ครา|ยาม|ตอน|ขณะ|เวลา|นาที|ชั่ว|กาลสมัย|วาระ|จังหวะ|คราว|ช่วง|โอกาส|ลำดับ|สมัย|อดีต|ปัจจุบัน|อนาคต|ประหนึ่ง
คง,v,ยัง|ตั้งอยู่|ยั่งยืน|ดำรง|รักษาสภาพ|มั่น|คงกระพัน|ถาวร|ยืนยง|ต่อเนื่อง|ติดตัว|ไม่เปลี่ยน|เถร|แน่นแฟ้น|ปักหลัก|หลักมั่น|อยู่ยง|คงทน|เป็นปกติ|เสถียร
มิใช่,adv,ไม่ใช่|ไม่จริง|หามิได้|หาสมควรไม่|หาเป็นเช่นนั้นไม่|หามิใช่|ไม่เป็น|ปฏิเสธ|มิพึง|หาตรง|มิควร|ไม่ถูกต้อง|ผิด|ไม่ใช่อื่นไกล|ขัด|มิตรง|ค้าน|มิแท้|เลี่ยง|ไม่
ใช่,adv,จริง|แท้|ถูก|ชอบ|ตรง|แน่|ประจักษ์|แน่นอน|ควร|เป็นได้|มิปฏิเสธ|เห็นดี|ยอมรับ|สอดคล้อง|ตรงเผง|แม่นยำ|ปรากฏ|เป็น|ยืนยัน|พิสูจน์ได้
หรือ,conj,บ้าง|ประการใด|ไหม|หรือเปล่า|หรือไม่|เฉก|ปาน|ดั่ง|ดุจ|เทียบ|หรือว่า|หากว่า|อย่างไร|ข้อสงสัย|ถามไถ่|คั่นกลาง|เลือก|ฝ่าย|ทาง|มิใช่หรือ
แท้,adj,จริง|บริสุทธิ์|มูล|เดิม|ดั้ง|แก่น|สาร|เน้น|เด่น|ชัด|แน่|โดยตรง|เที่ยง|ปราศจากปน|เอก|สิทธิ์|ต้นกำเนิด|หลัก|สำคัญ|พิสุทธิ์
นั้น,pron,สิ่งนั้น|ประการนั้น|อันนั้น|อันได้แก่|กล่าวคือ|ชี้ไป|เฉพาะ|จุด|ดังกล่าว|ระบุ|ตัว|อันประกอบ|สิ่งดังกล่าว|นั่น|ลำดับนั้น|เมื่อนั้น|ขณะนั้น|วาระนั้น|เวลาดังกล่าว|จุดมุ่งหมาย
สื่อ,v,บอก|กล่าว|นำ|ส่ง|ส่งผ่าน|ถ่ายทอด|แสดง|ออก|บ่ง|ชี้|แจง|เผย|ประกาศ|นัย|หมาย|นิเทศ|สะท้อน|แผ่|แจกแจง|สื่อสาร
จาก,prep,แต่|เหตุ|ต้น|โดย|เริ่ม|เริ่มจาก|ผ่าน|อ้าง|เนื่อง|ประสาน|โยง|เชื่อม|ต้นทาง|ที่มา|แหล่ง|จุดเริ่ม|อิง|อาศัย|โดยทาง|เบื้องต้น
แรงใจ,n,กำลังใจ|จิตใจ|ขวัญ|กำลัง|พลัง|ความมุ่งมั่น|อุตสาหะ|ความหวัง|ใจสู้|แรงบันดาลใจ|ปณิธาน|ความกล้า|แรงขับ|พลังแห่งใจ|ความปรารถนา|แรงผลักดัน|ศรัทธา|ใจเด็ด|ความมุ่งหมาย|แสงแห่งหวัง
ห้า,num,เบญจ|ปัญจ|จำนวนห้า|ลำดับที่ห้า|ห้าหน่วย|เบญจภาคี|กลุ่มห้า|หน่วยห้า|เลขห้า|นับได้ห้า
ขาด,v,บกพร่อง|ไม่ครบ|สูญเสีย|หมดสิ้น|แยกออก|ห่าง|ปราศจาก|ไม่พอ|ทุพพลภาพ|ร่อยหรอ|ห่างหาย|ไม่เต็ม|เว้น|ทิ้ง|หลุด|ตัด|ขาดแคลน|ไม่ถึง|หลุดพ้น|สั้น
หก,num,ฉฬ|ฉ|จำนวนหก|ลำดับที่หก|หกหน่วย|กลุ่มหก|หน่วยหก|เลขหก|นับได้หก|หกส่วน
ชีวาตม์,n,ชีวิต|อายุ|ชีวา|ความเป็นอยู่|ลมหายใจ|วิญญาณ|สังขาร|ชีวัน|ชนม์|ดวงชีวิต|ชีพ|อัตตา|จิตวิญญาณ|แก่นชีวิต|ธาตุรู้|ชีวิตจิตใจ|ลมปราณ|ภาวะชีวิต|กระแสชีวิต|ดวงชีวิน
ชี,n,นักบวชหญิง|ผู้ถือศีล|อุบาสิกา|แม่ชี|ผู้ครองศีล|ผู้สละโลก|หญิงผู้ทรงศีล|ผู้นุ่งขาว|ผู้บำเพ็ญ|นักพรตหญิง
ใน,prep,ภายใน|ข้างใน|ท่ามกลาง|บรรดา|แห่ง|ลึก|ส่วนใน|ภายในเขต|พื้นที่ใน|ชั้นใน|วงใน|ศูนย์กลาง|เนื้อใน|ถ้ำกลาง|มวล|รวม|ภายใต้| ณ |สถาน|ที่แห่ง
ศักดิ์ศรี,n,เกียรติยศ|เกียรติ|ชื่อเสียง|ความภูมิใจ|ศักดิ์|ความสง่างาม|ฐานะ|คุณค่า|ความนับถือ|เกียรติภูมิ|สง่าราศี|ความภาคภูมิ|ค่าแห่งตน|เกียรติศักดิ์|รัศมี|ความองอาจ|เชิดชู|ความมีเกียรติ|ฐานันดร|ความรุ่งเรือง
ศักดิ์,n,อำนาจ|พลัง|สิทธิ|ตำแหน่ง|บารมี|อิทธิฤทธิ์|ความสามารถ|ความยิ่งใหญ่|เกียรติ|ฐานะ|สถานภาพ|คุณสมบัติ|ความศักดิ์สิทธิ์|ความสำคัญ|ยศถา|อภิสิทธิ์|วาสนา|ความเป็นใหญ่|ต้นกำเนิด|หลักฐาน
ศรี,n,มิ่ง|ความงาม|ความรุ่งเรือง|สิริ|โฉม|ความดีงาม|ความผุดผ่อง|แสงสว่าง|มงคล|ความเจริญ|สง่า|เกียรติ|ความเปล่งปลั่ง|ความละมุน|อัญมณี|ยอด|ตัวเอก|คุณสมบัติ|ดวงตา|สัญลักษณ์
เจ็ด,num,สัตต|สัตตะ|จำนวนเจ็ด|ลำดับที่เจ็ด|เจ็ดหน่วย|กลุ่มเจ็ด|หน่วยเจ็ด|เลขเจ็ด|นับได้เจ็ด|เจ็ดประการ
ห่วง,v,กังวล|พะวง|อาลัย|ปรารถนา|หวง|หวงแหน|ผูกพัน|นึกถึง|กังวลใจ|เฝ้ามอง|สงสัย|ระแวง|ห่วงใย|เฝ้าถนอม|อาวรณ์|คิดถึง|ใฝ่ฝัน|เฝ้ารอ|รำพึง|ผูกจิต
แปด,num,อัฏฐ|อัฏฐะ|จำนวนแปด|ลำดับที่แปด|แปดหน่วย|กลุ่มแปด|หน่วยแปด|เลขแปด|นับได้แปด|แปดประการ
นง,n,นาง|หญิง|สาว|นงเยาว์|นงคราญ|นงลักษณ์|นงพะงา|สตรี|โฉมงาม|นารี|ผู้หญิง|นงนุช|ยอดหญิง|จอมขวัญ|กัลยา|หญิงงาม|ดรุณี|นงราม|นางแก้ว|นงนาถ
พงา,n,หญิงงาม|นงคราญ|นงลักษณ์|นงเยาว์|นาง|โฉมสะคราญ|สาวสวย|ดรุณี|สตรี|กัลยา|นงราม|นงนาถ|นางแก้ว|ยอดหญิง|นงนุช|นารี|หญิงสาว|จอมขวัญ|หญิงงามตา|โฉมตรู
กว่า,conj,เกิน|ยิ่ง|มากกว่า|เหนือ|ล่วง|ผ่าน|พ้น|ยิ่งไป|เพิ่มเติม|ทวี|เพิ่มขึ้น|ล้ำ|เฉลี่ย|เทียบ|เปรียบ|อีก|ถัด|ขึ้น|สูง|หนัก
ดื่น,adj,มาก|ดาษ|พื้น|ดาษดื่น|ล้น|ล้นหลาม|เกลื่อน|แน่น|มากมาย|พรั่งพร้อม|รื่น|ราบ|เพียบ|เต็ม|กว้างขวาง|รื่นเริง|เนืองแน่น|เต็มที่|ดาษ|ดาษดา
ดึก,n,ยามดึก|วิกาล|ราตรี|ค่ำคืน|ดึกดื่น|ยามสงัด|ยามค่ำ|ราตรีกาล|ดึกดื่นค่ำคืน|คืนค่ำ|ยามดึกสงัด|เวลาดึก|ค่อนคืน|เที่ยงคืน|เงียบสงัด|ดึกสงัด|กาลดึก|ห้วงยาม|ความมืด|ค่ำ
ยะ,adv,เย็น|ช้า|สงบ|นิ่ง|เยือก|แผ่ว|เบา|เรียบ|ละมุน|นิ่งเงียบ|ระมัดระวัง|แช่มช้า|ค่อย|นุ่มนวล|เยือกเย็น|เนิบนาบ|ค่อยเป็นค่อยไป|นิ่งสงบ|นวล|เยียบ
เยียบ,adj,เย็นจัด|ยะเยือก|เย็นเยียบ|เย็นฉ่ำ|หนาวเหน็บ|เย็นยะเยือก|เย็นสุดขั้ว|เย็นจับใจ|เย็นเฉียบ|หนาว|สะท้าน|เย็นถึงใจ|เย็นทรวง|เยือก|เย็นจับขั้ว|เยือกเย็น|เย็นดั่งน้ำแข็ง|เย็นลึก|หนาวสั่น|ยะ
ความเงียบ,n,ความสงบ|ความเงียบสงัด|ความสงบเงียบ|ความสงัด|ความนิ่ง|ความเงียบงัน|ความมิด|ความสงบเงียบงัน|ความเงียบเชียบ|ความนิ่งสนิท|ความสงบเย็น|ความสงัดเงียบ|ความเงียบเหงา|ความสันโดษ|ความเงียบปาง|ความเงียบสนิท|ความไม่ส่งเสียง|ความเงียบกริบ|ความนิ่งเงียบ|ความสงัด
เสียด,v,แทง|ทิ่ม|ตำ|บาด|เจ็บ|ร้าว|รวน|กระแทก|ทิ่มแทง|เสียดแทง|ปวดร้าว|ขัด|เสียดสี|แทรก|กระหน่ำ|ชวนปวด|บีบ|บาดลึก|กระแทกใจ|กระทบ
แทง,v,ทิ่ม|ปัก|เสียด|สอด|แทรก|ปักลง|ตำ|เจาะ|ทิ่มแทง|เสียบ|ปักตรึง|รุก|แทรกซึม|แทงใจ|จ้วง|ปักลงตรง|แทรกตัว|แทงลึก|เจาะจง|ทิ่มตำ
แท่ง,n,ท่อน|ก้อน|ชิ้น|แท่งวัตถุ|รูปทรงกระบอก|วัตถุแข็ง|ชิ้นแข็ง|แกน|เสา|หลัก|โครงสร้าง|ก้อนเนื้อ|รูปแท่ง|ทรงตรง|สิ่งที่ยาว|สิ่งที่หนา|วัตถุยาว|ท่อนยาว|แท่งแข็ง|ชิ้นยาว
ล้อ,v,เย้า|หยอก|เย้าแหย่|แกล้ง|ยั่ว|ล้อเลียน|หยอกเย้า|แหย่|เล่น|กระเซ้า|ล้อเล่น|ยั่วเย้า|หยอกล้อ|กระเซ้าเย้าแหย่|ล้อเลียน|เย้าเล่น|หยอกกัน|เล่นหัว|ร่าเริง|ตลก
เลื่อน,v,เคลื่อน|ไหล|เลื่อนไหล|ย้าย|ผ่าน|ปรับ|เลื่อนลอย|ขยับ|เคลื่อนย้าย|ถัด|ขยับขยาย|เลื่อนระดับ|ปรับเปลี่ยน|เปลี่ยน|เคลื่อนไป|ขยับตัว|ไหลเลื่อน|สไลด์|เลื่อนตำแหน่ง|เคลื่อนที่
โบยบิน,v,บิน|โผบิน|ร่อน|เหิน|ทะยาน|ลอย|ผงาด|บินว่อน|โฉบ|บินไป|เหินหาว|ลอยละล่อง|ร่อนไป|บินร่อน|โผ|เหินบิน|ลอยลม|โบย|ร่อนลม|ร่อนไปมา
เงียบ,adj/n,สงบ|สงัด|นิ่ง|สงบเงียบ|เงียบงัน|เชียบ|มิด|นิ่งสนิท|สงบเย็น|เงียบเชียบ|สงัดเงียบ|เงียบปาง|นิ่งเงียบ|สงบระงับ|ไร้เสียง|กริบ|สยบ|สนิท|สงบงัน|ไร้สุ้มเสียง
รวง,n,รวงข้าว|รวงรัง|กลุ่ม|ช่อ|พวง|รวงผล|ลำรวง|รวงทอง|ช่อรวง|มัด|ช่อดอก|ส่วนที่เป็นกลุ่ม|ท่อน|รวงพวง|กลุ่มเมล็ด|รวงข้าวทอง|พวงระย้า|กลุ่มผล|ช่อเมล็ด|รวงผลผลิต
ผสม,v,รวม|ปน|เจือ|ประสม|คลุกเคล้า|เข้ากัน|บูรณาการ|ประสาน|สังเคราะห์|ปนเป|ผสมผสาน|เจือปน|รวมตัว|ผนวก|รวมเข้า|ประมวล|บูร|ผสมคละ|เจือจาง|ประสานรวม
นม,n,น้ำนม|เต้านม|ปทุมถัน|ถัน|ถน|น้ำเลี้ยง|น้ำจากอก|น้ำขาว|โอสถจากอก|ของเหลวสีขาว|น้ำกลั่นจากชีวิต|อาหารทารก|น้ำนมแม่|ปทุม|ถันปทุม|น้ำขาวนวล|ของเหลวบำรุง|น้ำจากเต้า|รสละมุน|น้ำขาวบริสุทธิ์
น้ำนม,n,นม|น้ำเลี้ยงชีวิต|น้ำขาว|น้ำนมแม่|รสหวานล้ำ|น้ำกลั่นจากอก|ของเหลวบำรุง|น้ำนมบริสุทธิ์|น้ำหล่อเลี้ยง|โอสถธรรมชาติ|น้ำขาวนวล|น้ำแห่งชีวิต|น้ำจากเต้า|ของเหลวใส|น้ำนมแม่รวง|หยาดน้ำขาว|น้ำนมดั่งน้ำผึ้ง|น้ำนมรสละมุน|น้ำหล่อเลี้ยงกาย|น้ำเลี้ยงลูก
แต่ง,v,ประดับ|ประดิด|จัด|สรร|ประดิษฐ์|ปรุง|เสริม|เสริมสวย|ตกแต่ง|ประดับประดา|ประลอง|สร้าง|ก่อ|เรียบเรียง|ปรับ|แต่งแต้ม|รังสรรค์|ทำ|เตรียม|เสริมแต่ง
ชู,v,เชิด|ยก|หนุน|ยกย่อง|เชิดชู|หนุนนำ|ยกฐานะ|ส่งเสริม|ยกตัว|ประกาศ|เชิดหน้า|ยกขึ้น|เทิดทูน|ส่งเสริมเชิดชู|ยกยอ|ประกาศเกียรติ|ยกค่า|ยกให้เด่น|หนุนส่ง|ยกชู
พวง,n,กลุ่ม|ช่อ|รวง|พวงระย้า|ช่อดอก|พวงมาลัย|มัด|กระจุก|ช่อผล|พวงรวง|กลุ่มพวง|ระย้า|พวงประดับ|ช่อพวง|พวงพยอม|กลุ่มดอก|มัดรวม|ช่อดอกไม้|พวงผล|กลุ่มดอกไม้
ยวง,n,กลีบ|พู|ส่วน|เนื้อผล|ชิ้น|เนื้อใน|เนื้อยวง|ส่วนเนื้อ|เนื้อในผล|พูผล|กลีบผล|เนื้อมะขนุน|เนื้อนุ่ม|ส่วนยวง|พูในผล|เนื้อฉ่ำ|ส่วนเนื้อใน|พูฉ่ำ|เนื้อหวาน|เนื้อยวงผล
ไผ่,n,ไม้ไผ่|พงไผ่|ดงไผ่|กอไผ่|พฤกษา|ก้านไผ่|ลำไผ่|ไผ่พง|ไม้งาม|พงพฤกษ์|ไม้เถา|ไม้ปล้อง|ไม้ลำ|ไม้ดัด|ลำไผ่เรียว|พงไม้|เรือนไผ่|ไม้เรียว|พงพนา|พฤกษ์ไผ่
พลิ้ว,v,ไหว|สั่น|ระริก|เอน|โอน|สะบัด|โบก|ลู่|เลื้อย|ไหวระริก|ล้อลม|เคลื่อนไหว|เอนไหว|ไหวโอน|พลิ้วไหว|ระบัด|สั่นไหว|เอนลู่|วูบไหว|พลิ้วลม
